300,59.933014
700,59.989334
1100,59.89997
1500,59.9821
1900,60.011112
2300,59.974888
2700,59.991238
3100,59.98633
3500,59.985954
3900,59.891285
4300,60.039433
4700,60.01565
5100,60.027576
5500,60.005444
5900,59.99205
6300,59.970192
6700,59.954372
7100,59.992805
7500,59.965664
7900,59.944546
8300,59.988705
8700,59.987103
9100,59.98183
9500,59.97025
9900,59.994675
10300,60.003407
10700,59.984783
11100,59.961884
11500,59.97951
11900,59.987698
12300,59.97327
12700,59.973576
13100,60.000942
13500,59.96191
13900,59.97793
14300,59.965626
14700,59.976093
15100,59.969677
15500,59.986565
15900,59.99349
16300,59.982155
16700,59.96757
17100,59.976234
17500,59.984135
17900,59.977352
18300,59.987984
18700,59.97791
19100,60.0394
19500,59.950043
19900,59.989407
20300,59.92716
20700,59.96268
21100,59.95923
21500,59.95006
21900,59.980644
22300,59.975372
22700,59.941113
23100,59.979477
23500,59.931183
23900,59.95872
24300,60.00904
24700,60.00424
25100,59.95076
25500,60.00101
25900,59.970554
26300,59.96935
26700,59.97302
27100,59.97122
27500,59.96719
27900,59.981762
28300,59.98295
28700,60.016895
29100,60.018913
29500,60.000206
29900,59.99464
30300,59.993168
30700,59.97235
31100,59.975193
31500,60.006092
31900,59.957394
32300,59.98433
32700,59.976997
33100,59.986942
33500,59.98277
33900,59.995903
34300,59.9172
34700,59.994843
35100,59.956444
35500,59.983593
35900,59.9602
36300,59.98485
36700,59.941723
37100,59.955708
37500,59.98721
37900,60.02437
38300,60.00152
38700,59.990753
39100,59.96284
39500,59.973434
39900,59.943233
40300,59.966003
40700,61.099133
41100,59.956783
41400,59.97631
41800,60.76135
42200,60.005085
42600,59.929764
43000,59.972748
43400,59.990253
43800,59.972122
44200,59.976524
44600,59.980698
45000,59.975555
45400,59.976234
45800,59.968525
46200,59.986023
46600,60.020313
47000,59.49233
47400,59.999035
47800,59.934395
48200,60.00312
48600,59.98244
49000,59.979706
49400,59.990974
49800,60.016567
50200,59.96241
50600,59.948875
51000,57.365734
51400,57.090336
51800,57.131218
52200,57.47065
52600,59.37655
53000,57.146908
53400,54.92381
53800,57.111988
54200,55.154964
54600,57.13912
54900,57.121166
55300,56.758118
55700,54.534904
56100,57.117283
56500,56.428852
56900,54.564705
57300,52.720356
57700,52.316006
58100,53.924595
58500,52.133415
58900,52.148125
59300,52.144657
59700,52.165806
60100,52.150963
60500,50.412895
60900,52.193977
61300,51.87357
61700,52.147854
62100,49.93506
62500,53.26992
62900,50.013355
63300,49.64707
63700,49.4746
64000,48.424133
64400,48.11546
64800,48.03185
65200,48.019413
65600,48.065495
66000,48.033012
66400,47.81389
66800,47.83277
67200,46.30844
67600,46.19662
68000,46.3047
68400,46.234318
68800,46.320656
69200,44.7151
69600,44.74209
70000,44.686726
70400,44.676353
70800,44.585472
71100,44.420437
71500,44.221012
71900,44.222664
72300,43.395714
72700,43.067535
73100,43.951416
73500,42.8008
73900,42.86935
74300,42.850986
74700,42.423332
75100,42.70399
75500,42.32818
75900,42.079784
76300,41.97855
76600,41.283028
77000,41.364235
77400,40.472656
77800,40.94828
78200,40.330807
78600,40.002785
79000,39.98342
79400,39.998066
79800,39.954803
80200,39.417038
80600,39.36601
81000,38.766308
81400,38.691612
81800,38.69266
82200,38.124596
82500,38.16378
82900,38.136192
83300,37.58091
83700,37.51847
84100,37.449818
84500,37.49315
84900,36.887447
85300,36.68478
85700,36.93573
86100,36.32592
86500,36.258926
86800,36.154663
87200,35.786274
87600,35.393787
